School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
COLUMBIA SECONDARY SCHOOL,NYC GEOG DIST # 5 - MANHATTAN ,"$5,561.70","$1,248.42","$3,773.15",$34.22,"$10,617.50",$648.13,$359.09,$0.00,"$1,007.22",$285.02,$157.92,$301.18,$744.12,"$12,368.83","$20,070.91","$12,161.35",$37.09,$0.00,$4.36,$0.00,$127.06,$38.97,$207.48,"$20,070.91","$18,030.70","$40,282.00",$442.94,$0.00,$0.00,$0.00
EAGLE ACADEMY FOR YOUNG MEN-HARLEM,NYC GEOG DIST # 5 - MANHATTAN ,"$7,220.12","$1,914.97","$5,061.30",$0.00,"$14,196.40","$1,144.28",$633.99,$0.00,"$1,778.27",$558.08,$309.21,$728.39,"$1,595.68","$17,570.35","$25,272.43","$16,149.33",$859.42,$0.00,$0.00,$210.72,$285.09,$65.78,"$1,421.02","$25,272.43","$12,288.84","$16,533.38",$867.29,$0.00,$0.00,$0.00
FREDERICK DOUGLASS ACADEMY,NYC GEOG DIST # 5 - MANHATTAN ,"$6,343.84","$1,273.59","$4,220.44",$2.50,"$11,840.37",$554.90,$307.44,$0.00,$862.34,$383.62,$212.54,$374.19,$970.35,"$13,673.05","$21,375.13","$12,833.77",$545.18,$0.00,$6.79,$203.82,$66.40,$17.09,$839.28,"$21,375.13","$14,506.59","$4,226.48",$596.16,$0.00,$0.00,$0.00
HARLEM RENAISSANCE HIGH SCHOOL,NYC GEOG DIST # 5 - MANHATTAN ,"$8,478.25","$2,937.01","$6,324.64",$2.46,"$17,742.37","$1,513.16",$838.36,$0.00,"$2,351.53","$1,310.18",$725.91,"$2,022.53","$4,058.62","$24,152.52","$31,854.59","$23,040.53",$654.57,$0.00,$52.29,$0.00,$0.00,$405.12,"$1,111.98","$31,854.59","$5,024.57","$7,377.03","$1,611.80",$0.00,$0.00,$0.00
HS MATH SCI & ENGNRNG AT CCNY,NYC GEOG DIST # 5 - MANHATTAN ,"$6,057.43","$1,066.86","$3,947.22",$0.00,"$11,071.50",$973.97,$539.63,$0.00,"$1,513.61",$832.67,$461.34,$689.24,"$1,983.25","$14,568.37","$22,270.44","$14,521.85",$16.26,$0.00,$5.30,$0.00,$24.96,$0.00,$46.52,"$22,270.44","$7,576.79","$194,833.00",$978.71,$0.00,$0.00,$0.00
MOTT HALL HIGH SCHOOL,NYC GEOG DIST # 5 - MANHATTAN ,"$5,068.14","$1,393.05","$3,579.83",$68.10,"$10,109.11","$1,155.79",$640.37,$0.00,"$1,796.15",$973.52,$539.38,"$1,508.49","$3,021.38","$14,926.66","$22,628.73","$13,871.11","$1,014.56",$0.00,$40.98,$0.00,$0.00,$0.00,"$1,055.54","$22,628.73","$3,836.58","$2,055.96","$1,512.90",$0.00,$0.00,$0.00
NEW DESIGN MIDDLE SCHOOL,NYC GEOG DIST # 5 - MANHATTAN ,"$8,516.55","$4,138.33","$7,011.45",$351.72,"$20,018.06","$2,318.60","$1,284.62",$0.00,"$3,603.22","$1,100.11",$609.52,"$1,049.06","$2,758.69","$26,379.98","$34,082.06","$25,413.40",$602.75,$0.00,$0.00,$0.00,$268.03,$95.79,$966.58,"$34,082.06","$20,525.26","$3,174.60","$1,187.68",$0.00,$0.00,$0.00
PS 123 MAHALIA JACKSON,NYC GEOG DIST # 5 - MANHATTAN ,"$8,448.13","$3,327.47","$6,524.28",$224.73,"$18,524.62","$1,022.56",$566.55,$0.00,"$1,589.11",$594.54,$329.40,"$1,920.14","$2,844.08","$22,957.81","$30,659.89","$21,089.49",$939.76,$107.73,$19.90,$0.00,$645.67,$155.26,"$1,868.32","$30,659.89","$21,946.05","$5,791.03","$2,150.16","$3,558.85",$0.00,"$18,372.58"
PS 125 RALPH BUNCHE,NYC GEOG DIST # 5 - MANHATTAN ,"$6,322.39","$4,884.72","$6,209.31",$50.71,"$17,467.15",$548.18,$303.72,$0.00,$851.90,"$1,335.36",$739.86,$967.27,"$3,042.49","$21,361.54","$29,063.62","$19,922.90",$497.95,$65.63,$0.00,$0.00,$875.06,$0.00,"$1,438.64","$29,063.62","$37,082.20","$56,737.40","$2,075.22",$0.00,$0.00,"$17,529.68"
PS 129 JOHN H FINLEY,NYC GEOG DIST # 5 - MANHATTAN ,"$9,143.57","$3,887.05","$7,219.63",$0.00,"$20,250.26",$753.65,$417.56,$0.00,"$1,171.21",$949.68,$526.17,$348.43,"$1,824.29","$23,245.76","$30,947.84","$22,099.72",$653.11,$60.66,$30.44,$83.29,$318.55,$0.00,"$1,146.04","$30,947.84","$27,298.91","$17,813.80","$1,475.85",$0.00,$0.00,"$17,576.93"
PS 133 FRED R MOORE,NYC GEOG DIST # 5 - MANHATTAN ,"$10,086.27","$6,256.99","$9,055.00",$166.82,"$25,565.08","$1,362.09",$754.66,$0.00,"$2,116.75","$1,384.75",$767.22,"$2,461.17","$4,613.14","$32,294.97","$39,997.05","$30,913.39",$628.99,$97.83,$0.00,$425.43,$229.32,$0.00,"$1,381.58","$39,997.05","$36,593.43","$4,667.23","$2,151.97",$0.00,$0.00,"$23,401.16"
PS 154 HARRIET TUBMAN,NYC GEOG DIST # 5 - MANHATTAN ,"$9,228.87","$3,654.10","$7,137.82",$282.11,"$20,302.89","$1,116.55",$618.63,$0.00,"$1,735.18",$768.83,$425.97,"$1,771.23","$2,966.04","$25,004.11","$32,706.19","$23,034.95","$1,079.28",$130.89,$42.67,$0.00,$671.28,$45.02,"$1,969.15","$32,706.19","$23,075.97","$5,952.34","$2,354.66","$1,159.85",$0.00,"$15,106.33"
PS 161 PEDRO ALBIZU CAMPOS,NYC GEOG DIST # 5 - MANHATTAN ,"$7,749.37","$2,346.99","$5,593.89",$70.19,"$15,760.43",$682.39,$378.08,$0.00,"$1,060.47",$561.89,$311.32,$862.90,"$1,736.11","$18,557.01","$26,259.09","$16,736.43",$716.75,$181.97,$12.91,$0.00,$483.97,$424.98,"$1,820.58","$26,259.09","$19,628.14","$8,331.95","$1,153.68",$441.29,$0.00,$0.00
PS 175 HENRY H GARNET,NYC GEOG DIST # 5 - MANHATTAN ,"$6,850.78","$3,394.99","$5,676.68",$13.95,"$15,936.42",$810.55,$449.08,$0.00,"$1,259.63",$574.83,$318.49,$403.82,"$1,297.14","$18,493.19","$26,195.27","$16,997.29",$577.49,$152.01,$30.50,$10.92,$724.99,$0.00,"$1,495.90","$26,195.27","$25,487.29","$3,702.02",$893.32,$0.00,$0.00,"$17,579.82"
PS 194 COUNTEE CULLEN,NYC GEOG DIST # 5 - MANHATTAN ,"$10,245.64","$5,974.03","$8,986.53",$75.76,"$25,281.96","$1,643.34",$910.49,$0.00,"$2,553.84",$411.56,$228.03,"$2,782.65","$3,422.24","$31,258.04","$38,960.12","$28,904.45","$1,522.52",$194.82,$58.08,$0.00,$438.85,$139.30,"$2,353.59","$38,960.12","$31,293.05","$3,984.55","$2,746.32","$2,622.40",$0.00,"$23,918.10"
PS 197 JOHN B RUSSWURM,NYC GEOG DIST # 5 - MANHATTAN ,"$8,876.95","$5,469.98","$7,948.93",$18.65,"$22,314.51",$928.76,$514.58,$0.00,"$1,443.34",$816.57,$452.42,$948.77,"$2,217.75","$25,975.61","$33,677.69","$23,583.93",$609.04,$316.09,$0.00,$308.44,$892.42,$265.68,"$2,391.68","$33,677.69","$35,103.25","$7,732.35","$1,268.99",$0.00,$0.00,"$25,121.75"
PS 200 JAMES MCCUNE SMITH SCH (THE),NYC GEOG DIST # 5 - MANHATTAN ,"$9,813.44","$3,202.45","$7,211.46",$0.00,"$20,227.35",$873.25,$483.83,$0.00,"$1,357.08","$1,051.39",$582.53,$927.02,"$2,560.94","$24,145.37","$31,847.44","$21,459.67","$1,031.90",$389.62,$38.82,$0.00,$435.05,$790.31,"$2,685.70","$31,847.44","$24,265.09","$18,041.51","$2,281.84",$796.84,$0.00,"$21,125.15"
