School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
A-TECH HIGH SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$9,210.39","$2,494.52","$6,485.12",$125.68,"$18,315.71","$1,472.80",$816.00,$0.00,"$2,288.80","$1,038.07",$575.14,"$2,504.77","$4,117.99","$24,722.50","$32,424.57","$22,892.18","$1,332.00",$0.00,$5.13,$17.70,$316.03,$159.46,"$1,830.32","$32,424.57","$12,154.04","$10,814.55","$2,603.16","$3,882.91",$0.00,$0.00
BROOKLYN ARBOR ELEMENTARY SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$5,430.17","$1,932.67","$4,079.39",$16.59,"$11,458.82",$673.06,$372.91,$0.00,"$1,045.96",$447.33,$247.85,$296.63,$991.81,"$13,496.60","$21,198.67","$13,168.38",$28.83,$0.00,$33.61,$9.06,$256.72,$0.00,$328.22,"$21,198.67","$15,238.12","$10,335.68",$695.18,$0.00,$0.00,"$12,285.83"
BROOKLYN LATIN SCHOOL (THE),NYC GEOG DIST #14 - BROOKLYN ,"$4,512.96",$604.01,"$2,835.06",$10.49,"$7,962.51",$823.45,$456.23,$0.00,"$1,279.68",$427.07,$236.62,$576.64,"$1,240.32","$10,482.51","$18,184.59","$10,441.32",$8.98,$0.00,$5.48,$5.92,$20.81,$0.00,$41.19,"$18,184.59","$13,327.11","$3,838.15",$663.69,$0.00,$0.00,$0.00
BROOKLYN PREPARATORY HS,NYC GEOG DIST #14 - BROOKLYN ,"$5,236.33","$1,074.37","$3,496.45",$41.00,"$9,848.15","$1,143.83",$633.74,$0.00,"$1,777.57",$629.55,$348.80,$954.36,"$1,932.71","$13,558.43","$21,260.51","$12,772.46",$676.30,$0.00,$0.00,$62.51,$47.16,$0.00,$785.97,"$21,260.51","$14,698.11","$18,406.64",$978.35,$0.00,$0.00,$0.00
CONSELYEA PREPARATORY SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$6,577.18","$1,283.35","$4,355.14",$12.30,"$12,227.97",$616.77,$341.72,$0.00,$958.49,$415.77,$230.36,$178.81,$824.95,"$14,011.41","$21,713.49","$12,964.24",$732.08,$0.00,$0.00,$12.30,$136.75,$166.04,"$1,047.17","$21,713.49","$14,865.72","$6,858.14",$646.14,$0.00,$0.00,$0.00
EAST WILLIAMSBURG SCHOLARS,NYC GEOG DIST #14 - BROOKLYN ,"$7,106.88","$2,369.93","$5,250.63",$253.91,"$14,981.36","$1,486.15",$823.40,$0.00,"$2,309.56",$534.51,$296.14,"$1,371.15","$2,201.81","$19,492.73","$27,194.80","$17,489.26","$1,411.96",$0.00,$72.92,$391.05,$45.10,$82.43,"$2,003.47","$27,194.80","$14,863.92","$5,349.75",$595.64,$0.00,$0.00,$0.00
EL PUENTE ACAD FOR PEACE AND JUSTICE,NYC GEOG DIST #14 - BROOKLYN ,"$6,648.99","$1,827.00","$4,696.13",$0.00,"$13,172.13","$1,998.57","$1,107.31",$0.00,"$3,105.88","$1,325.39",$734.33,"$1,040.81","$3,100.54","$19,378.54","$27,080.62","$18,474.78",$643.20,$0.00,$17.71,$96.47,$146.38,$0.00,$903.77,"$27,080.62","$14,466.60","$16,761.76","$2,059.73",$0.00,$0.00,$0.00
"HIGH SCHOOL-ENTERPRISE, BUS & TECH",NYC GEOG DIST #14 - BROOKLYN ,"$5,862.30","$1,227.61","$3,928.17",$53.18,"$11,071.26",$866.73,$480.21,$0.00,"$1,346.94",$536.64,$297.33,$602.69,"$1,436.66","$13,854.86","$21,556.93","$12,893.50",$780.40,$0.00,$13.09,$5.15,$49.07,$113.64,$961.35,"$21,556.93","$9,273.33","$10,672.69",$833.97,$0.00,$0.00,$0.00
IS 318 EUGENIO MARIA DE HOSTOS,NYC GEOG DIST #14 - BROOKLYN ,"$6,686.39","$1,621.76","$4,603.14",$12.04,"$12,923.34",$491.05,$272.07,$0.00,$763.12,$351.20,$194.58,$155.42,$701.20,"$14,387.66","$22,089.73","$13,375.04",$711.25,$0.00,$13.34,$4.97,$274.22,$8.84,"$1,012.61","$22,089.73","$19,874.89","$16,919.30",$545.78,$0.00,$0.00,$0.00
JHS 50 JOHN D WELLS,NYC GEOG DIST #14 - BROOKLYN,"$7,409.96","$3,261.12","$5,912.32",$219.04,"$16,802.45",$950.10,$526.40,$0.00,"$1,476.50",$521.44,$288.90,"$1,975.47","$2,785.82","$21,064.77","$28,766.84","$19,327.15",$908.99,$0.00,$53.48,$18.52,$491.42,$265.19,"$1,737.61","$28,766.84","$15,473.27","$6,876.04","$1,928.51","$2,794.34",$0.00,$0.00
JOHN ERICSSON MIDDLE SCHOOL 126,NYC GEOG DIST #14 - BROOKLYN ,"$7,651.30","$3,349.80","$6,095.17",$336.35,"$17,432.62","$1,059.32",$586.92,$0.00,"$1,646.24",$824.16,$456.63,"$2,375.65","$3,656.44","$22,735.30","$30,437.38","$21,574.71",$794.23,$0.00,$33.22,$16.22,$274.52,$42.41,"$1,160.59","$30,437.38","$19,041.12","$17,561.79","$2,547.88","$2,005.95",$0.00,$0.00
JUAN MOREL CAMPOS SECONDARY SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$10,472.19","$4,042.32","$8,041.77",$112.97,"$22,669.25","$1,014.61",$562.14,$0.00,"$1,576.75",$833.60,$461.86,"$2,934.99","$4,230.46","$28,476.46","$36,178.54","$26,436.85","$1,168.91",$0.00,$62.89,$11.88,$601.31,$194.62,"$2,039.62","$36,178.54","$26,911.63","$12,489.15","$2,220.45","$3,985.22",$0.00,$0.00
LYONS COMMUNITY SCHOOL,NYC GEOG DIST #14 - BROOKLYN ,"$7,546.48","$1,299.47","$4,901.10",$0.00,"$13,747.06",$687.22,$380.76,$0.00,"$1,067.98",$598.68,$331.70,$861.67,"$1,792.05","$16,607.08","$24,309.16","$15,076.22","$1,161.91",$0.00,$25.65,$245.94,$27.63,$69.72,"$1,530.86","$24,309.16","$13,178.14","$9,159.29",$930.38,$0.00,$0.00,$0.00
MS 582,NYC GEOG DIST #14 - BROOKLYN ,"$7,475.46","$2,580.85","$5,571.71",$134.45,"$15,762.47","$1,611.93",$893.09,$0.00,"$2,505.03",$351.72,$194.87,"$2,592.68","$3,139.28","$21,406.77","$29,108.85","$18,860.28",$784.72,$0.00,$35.36,$20.76,$50.20,"$1,655.45","$2,546.49","$29,108.85","$15,366.58","$1,590.22","$1,894.46","$1,987.16",$0.00,$0.00
PROGRESS HS-PROFESSIONAL CAREERS,NYC GEOG DIST #14 - BROOKLYN ,"$5,738.86","$1,964.49","$4,268.05",$29.54,"$12,000.94","$1,406.14",$779.07,$0.00,"$2,185.21","$1,027.45",$569.26,$526.96,"$2,123.67","$16,309.82","$24,011.90","$14,947.39",$964.51,$0.00,$45.43,$7.05,$322.55,$22.90,"$1,362.44","$24,011.90","$11,748.90","$5,285.41","$1,596.71",$0.00,$0.00,$0.00
PS 110 MONITOR (THE),NYC GEOG DIST #14 - BROOKLYN ,"$5,551.91","$1,448.14","$3,878.38",$7.63,"$10,886.06",$514.38,$284.99,$0.00,$799.38,$188.76,$104.58,$239.14,$532.49,"$12,217.94","$19,920.01","$11,992.20",$3.64,$120.92,$39.48,$10.81,$50.88,$0.00,$225.74,"$19,920.01","$24,188.96","$24,478.51",$293.35,$0.00,$0.00,"$13,537.06"
PS 120 CARLOS TAPIA,NYC GEOG DIST #14 - BROOKLYN ,"$6,791.83","$2,448.67","$5,119.70",$312.45,"$14,672.66",$791.63,$438.60,$0.00,"$1,230.23",$775.55,$429.69,$828.78,"$2,034.02","$17,936.91","$25,638.99","$15,070.57",$754.18,$145.03,$32.15,$15.81,$378.56,"$1,540.60","$2,866.34","$25,638.99","$19,021.93","$3,254.25","$1,205.24",$0.00,$0.00,"$22,805.77"
PS 132 CONSELYEA SCHOOL (THE),NYC GEOG DIST #14 - BROOKLYN ,"$5,304.17","$1,566.39","$3,806.64",$42.59,"$10,719.80",$576.37,$319.34,$0.00,$895.71,$379.59,$210.31,$305.83,$895.73,"$12,511.24","$20,213.32","$11,559.62",$613.54,$137.85,$13.46,$7.95,$178.81,$0.00,$951.62,"$20,213.32","$14,180.46","$6,678.06",$589.90,$0.00,$0.00,"$13,754.92"
