School,District,A1. Classroom Salaries,A2. Other Instructional Salaries,A3. Instructional Benefits,A4. Professional Development,GROUP A TOTAL,B1. School Administrative Salaries,B2. School Administrative Benefits,B3. Other School Administrative Expenditures,GROUP B TOTAL,C1. All Other Salaries,C2. All Other Benefits,C3. All Other Non-personnel Expenditures,GROUP C TOTAL,D. Total School Level (A + B + C),I. Total Spending (D + H),J. Total School Level Local/State Spending,K1. Federal Title I Part A,K2. Federal Title II Part A,K3. Federal Title III Part A,K4. Federal Title IV Part A,K5. IDEA,K6. All Other Federal,GROUP K TOTAL,N. Total District and School Spending (J + K + L + M),O. Special Education,P. ELL/MLL Services,Q. Pupil Services,R. Community Schools Programs,S. BOCES Services,T. Prekindergarten
ABRAHAM LINCOLN HIGH SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,603.10","$1,170.26","$3,752.79",$0.00,"$10,526.14",$589.01,$326.34,$0.00,$915.35,$615.76,$341.16,$712.02,"$1,668.94","$13,110.44","$20,812.51","$11,937.81",$974.70,$0.00,$21.46,$13.21,$90.31,$72.94,"$1,172.63","$20,812.51","$10,430.14","$4,083.66",$848.30,$0.00,$0.00,$0.00
BROOKLYN STUDIO SECONDARY SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,852.63","$1,812.39","$4,246.81",$0.00,"$11,911.83",$760.88,$421.56,$0.00,"$1,182.44",$620.24,$343.65,$471.89,"$1,435.78","$14,530.05","$22,232.13","$13,547.20",$687.75,$0.00,$28.81,$0.00,$244.43,$21.86,$982.85,"$22,232.13","$16,145.62","$5,924.77",$963.89,$0.00,$0.00,$0.00
EDWARD R MURROW HIGH SCHOOL,NYC GEOG DIST #21 - BROOKLYN ,"$5,278.44","$1,613.55","$3,818.51",$19.98,"$10,730.47",$524.83,$290.78,$0.00,$815.62,$564.55,$312.79,$454.74,"$1,332.08","$12,878.17","$20,580.25","$12,173.49",$595.72,$0.00,$7.24,$0.00,$85.14,$16.59,$704.69,"$20,580.25","$15,356.14","$9,242.38",$850.34,$0.00,$0.00,$0.00
HIGH SCHOOL OF SPORTS MANAGEMENT,NYC GEOG DIST #21 - BROOKLYN ,"$5,952.86","$1,996.96","$4,404.61",$146.34,"$12,500.78","$1,219.31",$675.56,$0.00,"$1,894.87",$422.58,$234.13,"$1,247.09","$1,903.81","$16,299.47","$24,001.54","$15,396.17",$674.13,$0.00,$39.46,$65.04,$124.67,$0.00,$903.30,"$24,001.54","$10,981.62","$8,480.58",$656.72,$0.00,$0.00,$0.00
INTERNATIONAL HIGH SCH-LAFAYETTE,NYC GEOG DIST #21 - BROOKLYN ,"$6,423.85","$1,454.78","$4,365.16",$58.59,"$12,302.38","$1,028.15",$569.64,$0.00,"$1,597.79","$1,055.24",$584.66,"$1,173.50","$2,813.41","$16,713.58","$24,415.65","$15,292.51",$884.65,$0.00,$164.64,$287.61,$84.15,$0.00,"$1,421.06","$24,415.65","$20,578.22","$4,642.18","$1,639.90",$0.00,$0.00,$0.00
IS 228 DAVID A BOODY,NYC GEOG DIST #21 - BROOKLYN ,"$5,972.83","$1,490.44","$4,135.03",$24.59,"$11,622.90",$538.04,$298.10,$0.00,$836.14,$215.59,$119.45,$879.36,"$1,214.40","$13,673.44","$21,375.52","$12,655.80",$645.47,$0.00,$20.46,$0.00,$117.07,$234.64,"$1,017.64","$21,375.52","$19,093.02","$7,323.56",$540.89,$240.01,$0.00,$0.00
IS 281 JOSEPH B CAVALLARO,NYC GEOG DIST #21 - BROOKLYN ,"$6,007.52","$1,253.73","$4,023.10",$25.33,"$11,309.69",$447.98,$248.20,$0.00,$696.18,$428.88,$237.62,$783.15,"$1,449.65","$13,455.52","$21,157.60","$12,604.84",$717.84,$0.00,$28.32,$0.00,$104.53,$0.00,$850.69,"$21,157.60","$15,585.14","$4,130.21",$600.96,$0.00,$0.00,$0.00
IS 303 HERBERT S EISENBERG,NYC GEOG DIST #21 - BROOKLYN ,"$4,903.94","$1,918.53","$3,780.00",$84.13,"$10,686.60",$664.50,$368.17,$0.00,"$1,032.67",$152.80,$84.66,$875.27,"$1,112.73","$12,832.00","$20,534.08","$12,262.54",$454.70,$0.00,$14.05,$0.00,$100.71,$0.00,$569.46,"$20,534.08","$15,785.11","$2,963.15",$237.46,$0.00,$0.00,$0.00
IS 96 SETH LOW,NYC GEOG DIST #21 - BROOKLYN ,"$8,257.58","$3,286.55","$6,396.03",$25.69,"$17,965.85",$700.90,$388.33,$0.00,"$1,089.23",$586.13,$324.75,"$1,344.79","$2,255.66","$21,310.75","$29,012.83","$20,123.41",$621.70,$0.00,$60.32,$0.00,$405.60,$99.72,"$1,187.35","$29,012.83","$37,073.54","$5,139.97","$1,315.16","$2,437.09",$0.00,$0.00
IS 98 BAY ACADEMY,NYC GEOG DIST #21 - BROOKLYN ,"$4,313.02","$1,055.98","$2,974.70",$4.23,"$8,347.92",$493.41,$273.37,$0.00,$766.79,$242.27,$134.23,$558.64,$935.14,"$10,049.84","$17,751.92","$9,881.28",$0.00,$0.00,$3.67,$0.00,$164.58,$0.32,$168.57,"$17,751.92","$16,902.02","$13,583.78",$376.50,$0.00,$0.00,$0.00
